transaction_id,user_id,country,amount,currency,date,status
TX0381,u1383,Japan,"¥700,000",JPY,2025-05-10,Completed
TX0382,u1384,India,"₹300,000.00",INR,2025-05-11,Failed
TX0383,u1385,China,"¥190,000",JPY,2025-05-12,completed
TX0384,u1386,South Korea,"₩6,500,000",KRW,2025-05-13,Pending
TX0385,u1387,United States,"$13,000.00",USD,2025-05-14,Completed
TX0386,u1388,Canada,"CAD 8,500.00",CAD,2025-05-15,Failed
TX0387,u1389,Australia,"A$7,000.00",AUD,2025-05-16,completed
TX0388,u1390,New Zealand,"NZ$3,400.00",NZD,2025-05-17,Pending
TX0389,u1391,Singapore,"S$9,500.00",SGD,2025-05-18,Completed
TX0390,u1392,Malaysia,"RM 10,500.00",MYR,2025-05-19,Failed
TX0391,u1393,Thailand,"฿170,000",THB,2025-05-20,completed
TX0392,u1394,Indonesia,"Rp 75,000,000",IDR,2025-05-21,Pending
TX0393,u1395,Philippines,"₱180,000",PHP,2025-05-22,Completed
TX0394,u1396,Vietnam,"₫85,000,000",VND,2025-05-23,Failed
TX0395,u1397,Brazil,"R$ 8,500.00",BRL,2025-05-24,completed
TX0396,u1398,Argentina,"ARS 105,000.00",ARS,2025-05-25,Pending
TX0397,u1399,Chile,"CLP 3,800,000",CLP,2025-05-26,Completed
TX0398,u1400,Peru,"S/ 9,500.00",PEN,2025-05-27,Failed
TX0399,u1401,Colombia,"COP 16,000,000",COP,2025-05-28,completed
TX0400,u1402,Mexico,"$3,800.00",USD,2025-05-29,Pending
TX0401,u1403,United States,"$2,400.00",USD,2025-05-30,Completed
TX0402,u1404,United Kingdom,"£1,900.00",GBP,2025-05-31,Failed
TX0403,u1405,Germany,"€2,000.00",EUR,2025-06-01,completed
TX0404,u1406,France,"3.000,00",EUR,2025-06-02,Pending
TX0405,u1407,Italy,"€1,800.00",EUR,2025-06-03,Completed
TX0406,u1408,Spain,"2.500,00",EUR,2025-06-04,Failed
TX0407,u1409,Portugal,"€1,600.00",EUR,2025-06-05,completed
TX0408,u1410,Netherlands,"2.600,00",EUR,2025-06-06,Pending
TX0409,u1411,Belgium,"€1,800.00",EUR,2025-06-07,Completed
TX0410,u1412,Austria,"€1,000.00",EUR,2025-06-08,Failed
TX0411,u1413,Japan,"¥750,000",JPY,2025-06-09,completed
TX0412,u1414,India,"₹320,000.00",INR,2025-06-10,Pending
TX0413,u1415,China,"¥200,000",JPY,2025-06-11,Completed
TX0414,u1416,South Korea,"₩7,000,000",KRW,2025-06-12,Failed
TX0415,u1417,United States,"$14,000.00",USD,2025-06-13,completed
TX0416,u1418,Canada,"CAD 9,000.00",CAD,2025-06-14,Pending
TX0417,u1419,Australia,"A$7,500.00",AUD,2025-06-15,Completed
TX0418,u1420,New Zealand,"NZ$3,600.00",NZD,2025-06-16,Failed
TX0419,u1421,Singapore,"S$10,000.00",SGD,2025-06-17,completed
TX0420,u1422,Malaysia,"RM 11,000.00",MYR,2025-06-18,Pending
TX0421,u1423,Thailand,"฿180,000",THB,2025-06-19,Completed
TX0422,u1424,Indonesia,"Rp 80,000,000",IDR,2025-06-20,Failed
TX0423,u1425,Philippines,"₱190,000",PHP,2025-06-21,completed
TX0424,u1426,Vietnam,"₫90,000,000",VND,2025-06-22,Pending
TX0425,u1427,Brazil,"R$ 9,000.00",BRL,2025-06-23,Completed
TX0426,u1428,Argentina,"ARS 110,000.00",ARS,2025-06-24,Failed
TX0427,u1429,Chile,"CLP 4,000,000",CLP,2025-06-25,completed
TX0428,u1430,Peru,"S/ 10,000.00",PEN,2025-06-26,Pending
TX0429,u1431,Colombia,"COP 17,000,000",COP,2025-06-27,Completed
TX0430,u1432,Mexico,"$4,000.00",USD,2025-06-28,Failed
TX0431,u1433,United States,"$2,500.00",USD,2025-06-29,completed
TX0432,u1434,United Kingdom,"£2,000.00",GBP,2025-06-30,Pending
TX0433,u1435,Germany,"€2,100.00",EUR,2025-07-01,Completed
TX0434,u1436,France,"3.100,00",EUR,2025-07-02,Failed
TX0435,u1437,Italy,"€1,900.00",EUR,2025-07-03,completed
TX0436,u1438,Spain,"2.600,00",EUR,2025-07-04,Pending
TX0437,u1439,Portugal,"€1,700.00",EUR,2025-07-05,Completed
TX0438,u1440,Netherlands,"2.700,00",EUR,2025-07-06,Failed
TX0439,u1441,Belgium,"€1,900.00",EUR,2025-07-07,completed
TX0440,u1442,Austria,"€1,050.00",EUR,2025-07-08,Pending
TX0441,u1443,Japan,"¥800,000",JPY,2025-07-09,Completed
TX0442,u1444,India,"₹340,000.00",INR,2025-07-10,Failed
TX0443,u1445,China,"¥210,000",JPY,2025-07-11,completed
TX0444,u1446,South Korea,"₩7,500,000",KRW,2025-07-12,Pending
TX0445,u1447,United States,"$15,000.00",USD,2025-07-13,Completed
TX0446,u1448,Canada,"CAD 9,500.00",CAD,2025-07-14,Failed
TX0447,u1449,Australia,"A$8,000.00",AUD,2025-07-15,completed
TX0448,u1450,New Zealand,"NZ$3,800.00",NZD,2025-07-16,Pending
TX0449,u1451,Singapore,"S$10,500.00",SGD,2025-07-17,Completed
TX0450,u1452,Malaysia,"RM 11,500.00",MYR,2025-07-18,Failed
TX0451,u1453,Thailand,"฿190,000",THB,2025-07-19,completed
TX0452,u1454,Indonesia,"Rp 85,000,000",IDR,2025-07-20,Pending
TX0453,u1455,Philippines,"₱200,000",PHP,2025-07-21,Completed
TX0454,u1456,Vietnam,"₫95,000,000",VND,2025-07-22,Failed
TX0455,u1457,Brazil,"R$ 9,500.00",BRL,2025-07-23,completed
TX0456,u1458,Argentina,"ARS 115,000.00",ARS,2025-07-24,Pending
TX0457,u1459,Chile,"CLP 4,200,000",CLP,2025-07-25,Completed
TX0458,u1460,Peru,"S/ 10,500.00",PEN,2025-07-26,Failed
TX0459,u1461,Colombia,"COP 18,000,000",COP,2025-07-27,completed
TX0460,u1462,Mexico,"$4,200.00",USD,2025-07-28,Pending
TX0461,u1463,United States,"$2,600.00",USD,2025-07-29,Completed
TX0462,u1464,United Kingdom,"£2,100.00",GBP,2025-07-30,Failed
TX0463,u1465,Germany,"€2,200.00",EUR,2025-07-31,completed
TX0464,u1466,France,"3.200,00",EUR,2025-08-01,Pending
TX0465,u1467,Italy,"€2,000.00",EUR,2025-08-02,Completed
TX0466,u1468,Spain,"2.700,00",EUR,2025-08-03,Failed
TX0467,u1469,Portugal,"€1,800.00",EUR,2025-08-04,completed
TX0468,u1470,Netherlands,"2.800,00",EUR,2025-08-05,Pending
TX0469,u1471,Belgium,"€2,000.00",EUR,2025-08-06,Completed
TX0470,u1472,Austria,"€1,100.00",EUR,2025-08-07,Failed
TX0471,u1473,Japan,"¥850,000",JPY,2025-08-08,completed
TX0472,u1474,India,"₹360,000.00",INR,2025-08-09,Pending
TX0473,u1475,China,"¥220,000",JPY,2025-08-10,Completed
TX0474,u1476,South Korea,"₩8,000,000",KRW,2025-08-11,Failed
TX0475,u1477,United States,"$16,000.00",USD,2025-08-12,completed
TX0476,u1478,Canada,"CAD 10,000.00",CAD,2025-08-13,Pending
TX0477,u1479,Australia,"A$8,500.00",AUD,2025-08-14,Completed
TX0478,u1480,New Zealand,"NZ$4,000.00",NZD,2025-08-15,Failed
TX0479,u1481,Singapore,"S$11,000.00",SGD,2025-08-16,completed
TX0480,u1482,Malaysia,"RM 12,000.00",MYR,2025-08-17,Pending
TX0481,u1483,Thailand,"฿200,000",THB,2025-08-18,Completed
TX0482,u1484,Indonesia,"Rp 90,000,000",IDR,2025-08-19,Failed
TX0483,u1485,Philippines,"₱210,000",PHP,2025-08-20,completed
TX0484,u1486,Vietnam,"₫100,000,000",VND,2025-08-21,Pending
TX0485,u1487,Brazil,"R$ 10,000.00",BRL,2025-08-22,Completed
TX0486,u1488,Argentina,"ARS 120,000.00",ARS,2025-08-23,Failed
TX0487,u1489,Chile,"CLP 4,400,000",CLP,2025-08-24,completed
TX0488,u1490,Peru,"S/ 11,000.00",PEN,2025-08-25,Pending
TX0489,u1491,Colombia,"COP 19,000,000",COP,2025-08-26,Completed
TX0490,u1492,Mexico,"$4,400.00",USD,2025-08-27,Failed
TX0491,u1493,United States,"$2,700.00",USD,2025-08-28,completed
TX0492,u1494,United Kingdom,"£2,200.00",GBP,2025-08-29,Pending
TX0493,u1495,Germany,"€2,300.00",EUR,2025-08-30,Completed
TX0494,u1496,France,"3.300,00",EUR,2025-08-31,Failed
TX0495,u1497,Italy,"€2,100.00",EUR,2025-09-01,completed
TX0496,u1498,Spain,"2.800,00",EUR,2025-09-02,Pending
TX0497,u1499,Portugal,"€1,900.00",EUR,2025-09-03,Completed
TX0498,u1500,Netherlands,"2.900,00",EUR,2025-09-04,Failed
TX0499,u1501,Belgium,"€2,100.00",EUR,2025-09-05,completed
TX0500,u1502,Austria,"€1,150.00",EUR,2025-09-06,Pending
TX0501,u1503,Japan,"¥900,000",JPY,2025-09-07,Completed
TX0502,u1504,India,"₹380,000.00",INR,2025-09-08,Failed
TX0503,u1505,China,"¥230,000",JPY,2025-09-09,completed
TX0504,u1506,South Korea,"₩8,500,000",KRW,2025-09-10,Pending
TX0505,u1507,United States,"$17,000.00",USD,2025-09-11,Completed
TX0506,u1508,Canada,"CAD 10,500.00",CAD,2025-09-12,Failed
TX0507,u1509,Australia,"A$9,000.00",AUD,2025-09-13,completed
TX0508,u1510,New Zealand,"NZ$4,200.00",NZD,2025-09-14,Pending
TX0509,u1511,Singapore,"S$11,500.00",SGD,2025-09-15,Completed
TX0510,u1512,Malaysia,"RM 12,500.00",MYR,2025-09-16,Failed
TX0511,u1513,Thailand,"฿210,000",THB,2025-09-17,completed
TX0512,u1514,Indonesia,"Rp 95,000,000",IDR,2025-09-18,Pending
TX0513,u1515,Philippines,"₱220,000",PHP,2025-09-19,Completed
TX0514,u1516,Vietnam,"₫105,000,000",VND,2025-09-20,Failed
TX0515,u1517,Brazil,"R$ 10,500.00",BRL,2025-09-21,completed
TX0516,u1518,Argentina,"ARS 125,000.00",ARS,2025-09-22,Pending
TX0517,u1519,Chile,"CLP 4,600,000",CLP,2025-09-23,Completed
TX0518,u1520,Peru,"S/ 11,500.00",PEN,2025-09-24,Failed
TX0519,u1521,Colombia,"COP 20,000,000",COP,2025-09-25,completed
TX0520,u1522,Mexico,"$4,600.00",USD,2025-09-26,Pending
TX0521,u1523,United States,"$2,800.00",USD,2025-09-27,Completed
TX0522,u1524,United Kingdom,"£2,300.00",GBP,2025-09-28,Failed
TX0523,u1525,Germany,"€2,400.00",EUR,2025-09-29,completed
TX0524,u1526,France,"3.400,00",EUR,2025-09-30,Pending
TX0525,u1527,Italy,"€2,200.00",EUR,2025-10-01,Completed
TX0526,u1528,Spain,"2.900,00",EUR,2025-10-02,Failed
TX0527,u1529,Portugal,"€2,000.00",EUR,2025-10-03,completed
TX0528,u1530,Netherlands,"3.000,00",EUR,2025-10-04,Pending
TX0529,u1531,Belgium,"€2,200.00",EUR,2025-10-05,Completed
TX0530,u1532,Austria,"€1,200.00",EUR,2025-10-06,Failed
TX0531,u1533,Japan,"¥950,000",JPY,2025-10-07,completed
TX0532,u1534,India,"₹400,000.00",INR,2025-10-08,Pending
TX0533,u1535,China,"¥240,000",JPY,2025-10-09,Completed
TX0534,u1536,South Korea,"₩9,000,000",KRW,2025-10-10,Failed
TX0535,u1537,United States,"$18,000.00",USD,2025-10-11,completed
TX0536,u1538,Canada,"CAD 11,000.00",CAD,2025-10-12,Pending
TX0537,u1539,Australia,"A$9,500.00",AUD,2025-10-13,Completed
TX0538,u1540,New Zealand,"NZ$4,400.00",NZD,2025-10-14,Failed
TX0539,u1541,Singapore,"S$12,000.00",SGD,2025-10-15,completed
TX0540,u1542,Malaysia,"RM 13,000.00",MYR,2025-10-16,Pending
TX0541,u1543,Thailand,"฿220,000",THB,2025-10-17,Completed
TX0542,u1544,Indonesia,"Rp 100,000,000",IDR,2025-10-18,Failed
TX0543,u1545,Philippines,"₱230,000",PHP,2025-10-19,completed
TX0544,u1546,Vietnam,"₫110,000,000",VND,2025-10-20,Pending
TX0545,u1547,Brazil,"R$ 11,000.00",BRL,2025-10-21,Completed
TX0546,u1548,Argentina,"ARS 130,000.00",ARS,2025-10-22,Failed
TX0547,u1549,Chile,"CLP 4,800,000",CLP,2025-10-23,completed
TX0548,u1550,Peru,"S/ 12,000.00",PEN,2025-10-24,Pending
TX0549,u1551,Colombia,"COP 21,000,000",COP,2025-10-25,Completed
TX0550,u1552,Mexico,"$4,800.00",USD,2025-10-26,Failed
TX0551,u1553,United States,"$2,900.00",USD,2025-10-27,completed
TX0552,u1554,United Kingdom,"£2,400.00",GBP,2025-10-28,Pending
TX0553,u1555,Germany,"€2,500.00",EUR,2025-10-29,Completed
TX0554,u1556,France,"3.500,00",EUR,2025-10-30,Failed
TX0555,u1557,Italy,"€2,300.00",EUR,2025-10-31,completed
TX0556,u1558,Spain,"3.000,00",EUR,2025-11-01,Pending
TX0557,u1559,Portugal,"€2,100.00",EUR,2025-11-02,Completed
TX0558,u1560,Netherlands,"3.100,00",EUR,2025-11-03,Failed
TX0559,u1561,Belgium,"€2,300.00",EUR,2025-11-04,completed
TX0560,u1562,Austria,"€1,250.00",EUR,2025-11-05,Pending
TX0561,u1563,Japan,"¥1,000,000",JPY,2025-11-06,Completed
TX0562,u1564,India,"₹420,000.00",INR,2025-11-07,Failed
TX0563,u1565,China,"¥250,000",JPY,2025-11-08,completed
TX0564,u1566,South Korea,"₩9,500,000",KRW,2025-11-09,Pending
TX0565,u1567,United States,"$19,000.00",USD,2025-11-10,Completed
TX0566,u1568,Canada,"CAD 11,500.00",CAD,2025-11-11,Failed
TX0567,u1569,Australia,"A$10,000.00",AUD,2025-11-12,completed
TX0568,u1570,New Zealand,"NZ$4,600.00",NZD,2025-11-13,Pending
TX0569,u1571,Singapore,"S$12,500.00",SGD,2025-11-14,Completed
TX0570,u1572,Malaysia,"RM 13,500.00",MYR,2025-11-15,Failed
TX0571,u1573,Thailand,"฿230,000",THB,2025-11-16,completed
TX0572,u1574,Indonesia,"Rp 105,000,000",IDR,2025-11-17,Pending
TX0573,u1575,Philippines,"₱240,000",PHP,2025-11-18,Completed
TX0574,u1576,Vietnam,"₫115,000,000",VND,2025-11-19,Failed
TX0575,u1577,Brazil,"R$ 11,500.00",BRL,2025-11-20,completed
TX0576,u1578,Argentina,"ARS 135,000.00",ARS,2025-11-21,Pending
TX0577,u1579,Chile,"CLP 5,000,000",CLP,2025-11-22,Completed
TX0578,u1580,Peru,"S/ 12,500.00",PEN,2025-11-23,Failed
TX0579,u1581,Colombia,"COP 22,000,000",COP,2025-11-24,completed
TX0580,u1582,Mexico,"$5,000.00",USD,2025-11-25,Pending
TX0581,u1583,United States,"$3,000.00",USD,2025-11-26,Completed
TX0582,u1584,United Kingdom,"£2,500.00",GBP,2025-11-27,Failed
TX0583,u1585,Germany,"€2,600.00",EUR,2025-11-28,completed
TX0584,u1586,France,"3.600,00",EUR,2025-11-29,Pending
TX0585,u1587,Italy,"€2,400.00",EUR,2025-11-30,Completed
TX0586,u1588,Spain,"3.100,00",EUR,2025-12-01,Failed
TX0587,u1589,Portugal,"€2,200.00",EUR,2025-12-02,completed
TX0588,u1590,Netherlands,"3.200,00",EUR,2025-12-03,Pending
TX0589,u1591,Belgium,"€2,400.00",EUR,2025-12-04,Completed
TX0590,u1592,Austria,"€1,300.00",EUR,2025-12-05,Failed
TX0591,u1593,Japan,"¥1,050,000",JPY,2025-12-06,completed
TX0592,u1594,India,"₹440,000.00",INR,2025-12-07,Pending
TX0593,u1595,China,"¥260,000",JPY,2025-12-08,Completed
TX0594,u1596,South Korea,"₩10,000,000",KRW,2025-12-09,Failed
TX0595,u1597,United States,"$20,000.00",USD,2025-12-10,completed
TX0596,u1598,Canada,"CAD 12,000.00",CAD,2025-12-11,Pending
TX0597,u1599,Australia,"A$10,500.00",AUD,2025-12-12,Completed
TX0598,u1600,New Zealand,"NZ$4,800.00",NZD,2025-12-13,Failed
TX0599,u1601,Singapore,"S$13,000.00",SGD,2025-12-14,completed
TX0600,u1602,Malaysia,"RM 14,000.00",MYR,2025-12-15,Pending
TX0601,u1603,Thailand,"฿240,000",THB,2025-12-16,Completed
TX0602,u1604,Indonesia,"Rp 110,000,000",IDR,2025-12-17,Failed
TX0603,u1605,Philippines,"₱250,000",PHP,2025-12-18,completed
TX0604,u1606,Vietnam,"₫120,000,000",VND,2025-12-19,Pending
TX0605,u1607,Brazil,"R$ 12,000.00",BRL,2025-12-20,Completed
TX0606,u1608,Argentina,"ARS 140,000.00",ARS,2025-12-21,Failed
TX0607,u1609,Chile,"CLP 5,200,000",CLP,2025-12-22,completed
TX0608,u1610,Peru,"S/ 13,000.00",PEN,2025-12-23,Pending
TX0609,u1611,Colombia,"COP 23,000,000",COP,2025-12-24,Completed
TX0610,u1612,Mexico,"$5,200.00",USD,2025-12-25,Failed
TX0611,u1613,United States,"$3,100.00",USD,2025-12-26,completed
TX0612,u1614,United Kingdom,"£2,600.00",GBP,2025-12-27,Pending
TX0613,u1615,Germany,"€2,700.00",EUR,2025-12-28,Completed
TX0614,u1616,France,"3.700,00",EUR,2025-12-29,Failed
TX0615,u1617,Italy,"€2,500.00",EUR,2025-12-30,completed
TX0616,u1618,Spain,"3.200,00",EUR,2025-12-31,Pending
TX0617,u1619,Portugal,"€2,300.00",EUR,2026-01-01,Completed
TX0618,u1620,Netherlands,"3.300,00",EUR,2026-01-02,Failed
TX0619,u1621,Belgium,"€2,500.00",EUR,2026-01-03,completed
TX0620,u1622,Austria,"€1,350.00",EUR,2026-01-04,Pending
TX0621,u1623,Japan,"¥1,100,000",JPY,2026-01-05,Completed
TX0622,u1624,India,"₹460,000.00",INR,2026-01-06,Failed
TX0623,u1625,China,"¥270,000",JPY,2026-01-07,completed
TX0624,u1626,South Korea,"₩10,500,000",KRW,2026-01-08,Pending
TX0625,u1627,United States,"$21,000.00",USD,2026-01-09,Completed
TX0626,u1628,Canada,"CAD 12,500.00",CAD,2026-01-10,Failed
TX0627,u1629,Australia,"A$11,000.00",AUD,2026-01-11,completed
TX0628,u1630,New Zealand,"NZ$5,000.00",NZD,2026-01-12,Pending
TX0629,u1631,Singapore,"S$13,500.00",SGD,2026-01-13,Completed
TX0630,u1632,Malaysia,"RM 14,500.00",MYR,2026-01-14,Failed
TX0631,u1633,Thailand,"฿250,000",THB,2026-01-15,completed
TX0632,u1634,Indonesia,"Rp 115,000,000",IDR,2026-01-16,Pending
TX0633,u1635,Philippines,"₱260,000",PHP,2026-01-17,Completed
TX0634,u1636,Vietnam,"₫125,000,000",VND,2026-01-18,Failed
TX0635,u1637,Brazil,"R$ 12,500.00",BRL,2026-01-19,completed
TX0636,u1638,Argentina,"ARS 145,000.00",ARS,2026-01-20,Pending
TX0637,u1639,Chile,"CLP 5,400,000",CLP,2026-01-21,Completed
TX0638,u1640,Peru,"S/ 13,500.00",PEN,2026-01-22,Failed
TX0639,u1641,Colombia,"COP 24,000,000",COP,2026-01-23,completed
TX0640,u1642,Mexico,"$5,400.00",USD,2026-01-24,Pending
TX0641,u1643,United States,"$3,200.00",USD,2026-01-25,Completed
TX0642,u1644,United Kingdom,"£2,700.00",GBP,2026-01-26,Failed
TX0643,u1645,Germany,"€2,800.00",EUR,2026-01-27,completed
TX0644,u1646,France,"3.800,00",EUR,2026-01-28,Pending
TX0645,u1647,Italy,"€2,600.00",EUR,2026-01-29,Completed
TX0646,u1648,Spain,"3.300,00",EUR,2026-01-30,Failed
TX0647,u1649,Portugal,"€2,400.00",EUR,2026-01-31,completed
TX0648,u1650,Netherlands,"3.400,00",EUR,2026-02-01,Pending
TX0649,u1651,Belgium,"€2,600.00",EUR,2026-02-02,Completed
TX0650,u1652,Austria,"€1,400.00",EUR,2026-02-03,Failed
TX0651,u1653,Japan,"¥1,150,000",JPY,2026-02-04,completed
TX0652,u1654,India,"₹480,000.00",INR,2026-02-05,Pending
TX0653,u1655,China,"¥280,000",JPY,2026-02-06,Completed
TX0654,u1656,South Korea,"₩11,000,000",KRW,2026-02-07,Failed
TX0655,u1657,United States,"$22,000.00",USD,2026-02-08,completed
TX0656,u1658,Canada,"CAD 13,000.00",CAD,2026-02-09,Pending
TX0657,u1659,Australia,"A$11,500.00",AUD,2026-02-10,Completed
TX0658,u1660,New Zealand,"NZ$5,200.00",NZD,2026-02-11,Failed
TX0659,u1661,Singapore,"S$14,000.00",SGD,2026-02-12,completed
TX0660,u1662,Malaysia,"RM 15,000.00",MYR,2026-02-13,Pending
TX0661,u1663,Thailand,"฿260,000",THB,2026-02-14,Completed
TX0662,u1664,Indonesia,"Rp 120,000,000",IDR,2026-02-15,Failed
TX0663,u1665,Philippines,"₱270,000",PHP,2026-02-16,completed
TX0664,u1666,Vietnam,"₫130,000,000",VND,2026-02-17,Pending
TX0665,u1667,Brazil,"R$ 13,000.00",BRL,2026-02-18,Completed
TX0666,u1668,Argentina,"ARS 150,000.00",ARS,2026-02-19,Failed
TX0667,u1669,Chile,"CLP 5,600,000",CLP,2026-02-20,completed
TX0668,u1670,Peru,"S/ 14,000.00",PEN,2026-02-21,Pending
TX0669,u1671,Colombia,"COP 25,000,000",COP,2026-02-22,Completed
TX0670,u1672,Mexico,"$5,600.00",USD,2026-02-23,Failed
TX0671,u1673,United States,"$3,300.00",USD,2026-02-24,completed
TX0672,u1674,United Kingdom,"£2,800.00",GBP,2026-02-25,Pending
TX0673,u1675,Germany,"€2,900.00",EUR,2026-02-26,Completed
TX0674,u1676,France,"3.900,00",EUR,2026-02-27,Failed
TX0675,u1677,Italy,"€2,700.00",EUR,2026-02-28,completed
TX0676,u1678,Spain,"3.400,00",EUR,2026-03-01,Pending
TX0677,u1679,Portugal,"€2,500.00",EUR,2026-03-02,Completed
TX0678,u1680,Netherlands,"3.500,00",EUR,2026-03-03,Failed
TX0679,u1681,Belgium,"€2,700.00",EUR,2026-03-04,completed
TX0680,u1682,Austria,"€1,450.00",EUR,2026-03-05,Pending
TX0681,u1683,Japan,"¥1,200,000",JPY,2026-03-06,Completed
TX0682,u1684,India,"₹500,000.00",INR,2026-03-07,Failed
TX0683,u1685,China,"¥290,000",JPY,2026-03-08,completed
TX0684,u1686,South Korea,"₩11,500,000",KRW,2026-03-09,Pending
TX0685,u1687,United States,"$23,000.00",USD,2026-03-10,Completed
TX0686,u1688,Canada,"CAD 13,500.00",CAD,2026-03-11,Failed
TX0687,u1689,Australia,"A$12,000.00",AUD,2026-03-12,completed
TX0688,u1690,New Zealand,"NZ$5,400.00",NZD,2026-03-13,Pending
TX0689,u1691,Singapore,"S$14,500.00",SGD,2026-03-14,Completed
TX0690,u1692,Malaysia,"RM 15,500.00",MYR,2026-03-15,Failed
TX0691,u1693,Thailand,"฿270,000",THB,2026-03-16,completed
TX0692,u1694,Indonesia,"Rp 125,000,000",IDR,2026-03-17,Pending
TX0693,u1695,Philippines,"₱280,000",PHP,2026-03-18,Completed
TX0694,u1696,Vietnam,"₫135,000,000",VND,2026-03-19,Failed
TX0695,u1697,Brazil,"R$ 13,500.00",BRL,2026-03-20,completed
TX0696,u1698,Argentina,"ARS 155,000.00",ARS,2026-03-21,Pending
TX0697,u1699,Chile,"CLP 5,800,000",CLP,2026-03-22,Completed
TX0698,u1700,Peru,"S/ 14,500.00",PEN,2026-03-23,Failed
TX0699,u1701,Colombia,"COP 26,000,000",COP,2026-03-24,completed
TX0700,u1702,Mexico,"$5,800.00",USD,2026-03-25,Pending
TX0701,u1703,United States,"$3,400.00",USD,2026-03-26,Completed
TX0702,u1704,United Kingdom,"£2,900.00",GBP,2026-03-27,Failed
TX0703,u1705,Germany,"€3,000.00",EUR,2026-03-28,completed
TX0704,u1706,France,"4.000,00",EUR,2026-03-29,Pending
TX0705,u1707,Italy,"€2,800.00",EUR,2026-03-30,Completed
TX0706,u1708,Spain,"3.500,00",EUR,2026-03-31,Failed
TX0707,u1709,Portugal,"€2,600.00",EUR,2026-04-01,completed
TX0708,u1710,Netherlands,"3.600,00",EUR,2026-04-02,Pending
TX0709,u1711,Belgium,"€2,800.00",EUR,2026-04-03,Completed
TX0710,u1712,Austria,"€1,500.00",EUR,2026-04-04,Failed
TX0711,u1713,Japan,"¥1,250,000",JPY,2026-04-05,completed
TX0712,u1714,India,"₹520,000.00",INR,2026-04-06,Pending
TX0713,u1715,China,"¥300,000",JPY,2026-04-07,Completed
TX0714,u1716,South Korea,"₩12,000,000",KRW,2026-04-08,Failed
TX0715,u1717,United States,"$24,000.00",USD,2026-04-09,completed
TX0716,u1718,Canada,"CAD 14,000.00",CAD,2026-04-10,Pending
TX0717,u1719,Australia,"A$12,500.00",AUD,2026-04-11,Completed
TX0718,u1720,New Zealand,"NZ$5,600.00",NZD,2026-04-12,Failed
TX0719,u1721,Singapore,"S$15,000.00",SGD,2026-04-13,completed
TX0720,u1722,Malaysia,"RM 16,000.00",MYR,2026-04-14,Pending
TX0721,u1723,Thailand,"฿280,000",THB,2026-04-15,Completed
TX0722,u1724,Indonesia,"Rp 130,000,000",IDR,2026-04-16,Failed
TX0723,u1725,Philippines,"₱290,000",PHP,2026-04-17,completed
TX0724,u1726,Vietnam,"₫140,000,000",VND,2026-04-18,Pending
TX0725,u1727,Brazil,"R$ 14,000.00",BRL,2026-04-19,Completed
TX0726,u1728,Argentina,"ARS 160,000.00",ARS,2026-04-20,Failed
TX0727,u1729,Chile,"CLP 6,000,000",CLP,2026-04-21,completed
TX0728,u1730,Peru,"S/ 15,000.00",PEN,2026-04-22,Pending
TX0729,u1731,Colombia,"COP 27,000,000",COP,2026-04-23,Completed
TX0730,u1732,Mexico,"$6,000.00",USD,2026-04-24,Failed
TX0731,u1733,United States,"$3,500.00",USD,2026-04-25,completed
TX0732,u1734,United Kingdom,"£3,000.00",GBP,2026-04-26,Pending
TX0733,u1735,Germany,"€3,100.00",EUR,2026-04-27,Completed
TX0734,u1736,France,"4.100,00",EUR,2026-04-28,Failed
TX0735,u1737,Italy,"€2,900.00",EUR,2026-04-29,completed
TX0736,u1738,Spain,"3.600,00",EUR,2026-04-30,Pending
TX0737,u1739,Portugal,"€2,700.00",EUR,2026-05-01,Completed
TX0738,u1740,Netherlands,"3.700,00",EUR,2026-05-02,Failed
TX0739,u1741,Belgium,"€2,900.00",EUR,2026-05-03,completed
TX0740,u1742,Austria,"€1,550.00",EUR,2026-05-04,Pending
TX0741,u1743,Japan,"¥1,300,000",JPY,2026-05-05,Completed
TX0742,u1744,India,"₹540,000.00",INR,2026-05-06,Failed
TX0743,u1745,China,"¥310,000",JPY,2026-05-07,completed
TX0744,u1746,South Korea,"₩12,500,000",KRW,2026-05-08,Pending
TX0745,u1747,United States,"$25,000.00",USD,2026-05-09,Completed
TX0746,u1748,Canada,"CAD 14,500.00",CAD,2026-05-10,Failed
TX0747,u1749,Australia,"A$13,000.00",AUD,2026-05-11,completed
TX0748,u1750,New Zealand,"NZ$5,800.00",NZD,2026-05-12,Pending
TX0749,u1751,Singapore,"S$15,500.00",SGD,2026-05-13,Completed
TX0750,u1752,Malaysia,"RM 16,500.00",MYR,2026-05-14,Failed
TX0751,u1753,Thailand,"฿290,000",THB,2026-05-15,completed
TX0752,u1754,Indonesia,"Rp 135,000,000",IDR,2026-05-16,Pending
TX0753,u1755,Philippines,"₱300,000",PHP,2026-05-17,Completed
TX0754,u1756,Vietnam,"₫145,000,000",VND,2026-05-18,Failed
TX0755,u1757,Brazil,"R$ 14,500.00",BRL,2026-05-19,completed
TX0756,u1758,Argentina,"ARS 165,000.00",ARS,2026-05-20,Pending
TX0757,u1759,Chile,"CLP 6,200,000",CLP,2026-05-21,Completed
TX0758,u1760,Peru,"S/ 15,500.00",PEN,2026-05-22,Failed
TX0759,u1761,Colombia,"COP 28,000,000",COP,2026-05-23,completed
